iata_code,name,continent,iso_country,municipality
AZA,Phoenix-Mesa-Gateway Airport,NA,US,Phoenix
AZB,Amazon Bay Airport,OC,PG,
AZD,Shahid Sadooghi Airport,AS,IR,Yazd
AZG,Pablo L. Sidar Airport,NA,MX,Apatzingán
AZI,Bateen Airport,AS,AE,
AZL,Fazenda Tucunaré Airport,SA,BR,Sapezal
AZN,Andizhan Airport,AS,UZ,Andizhan
AZO,Kalamazoo Battle Creek International Airport,NA,US,Kalamazoo
AZP,Atizapan De Zaragoza Airport,NA,MX,
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,AF,DZ,
AZS,Samaná El Catey International Airport,NA,DO,Samana
AZT,Zapatoca Airport,SA,CO,Zapatoca
AZZ,Ambriz Airport,AF,AO,Ambriz
BAA,Bialla Airport,OC,PG,"Bialla, Matalilu, Ewase"
BAB,Beale Air Force Base,NA,US,Marysville
BAC,Barranca De Upia Airport,SA,CO,Barranca De Upia
BAD,Barksdale Air Force Base,NA,US,Bossier City
BAE,Barcelonnette - Saint-Pons Airport,EU,FR,Le Castellet
BAF,Westfield-Barnes Regional Airport,NA,US,Westfield/Springfield
BAG,Loakan Airport,AS,PH,Baguio City
BAH,Bahrain International Airport,AS,BH,Manama
BAI,Buenos Aires Airport,NA,CR,Punta Arenas
BAJ,Bali Airport,OC,PG,Unea Island
BAL,Batman Airport,AS,TR,Batman
BAM,Battle Mountain Airport,NA,US,Battle Mountain
BAN,Basongo Airport,AF,CD,Basongo
BAO,Udorn Air Base,AS,TH,Ban Mak Khaen
BAP,Baibara Airport,OC,PG,Nabai
BAQ,Ernesto Cortissoz International Airport,SA,CO,Barranquilla
BAR,Qionghai Bo'ao Airport,AS,CN,Qionghai
BAS,Ballalae Airport,OC,SB,Ballalae
BAT,Chafei Amsei Airport,SA,BR,Barretos
BAU,Bauru Airport,SA,BR,Bauru
BAV,Baotou Airport,AS,CN,Baotou
BAX,Barnaul Airport,AS,RU,Barnaul
BAY,Tautii Magheraus Airport,EU,RO,Baia Mare
BAZ,Barcelos Airport,SA,BR,Barcelos
BBA,Balmaceda Airport,SA,CL,Balmaceda
BBB,Benson Municipal Airport,NA,US,Benson
BBC,Bay City Municipal Airport,NA,US,Bay City
BBD,Curtis Field,NA,US,Brady
BBE,Big Bell Airport,OC,AU,Big Bell
BBG,Butaritari Atoll Airport,OC,KI,Butaritari Atoll
BBH,Barth Airport,EU,DE,
BBI,Biju Patnaik Airport,AS,IN,Bhubaneswar
BBJ,Bitburg Airport,EU,DE,Bitburg
BBK,Kasane Airport,AF,BW,Kasane
BBL,Ballera Airport,OC,AU,
BBM,Battambang Airport,AS,KH,Battambang
BBN,Bario Airport,AS,MY,Bario
BBO,Berbera Airport,AF,SO,Berbera
BBP,Bembridge Airport,EU,GB,Bembridge
BBQ,Codrington Airport,NA,AG,Codrington
BBR,Baillif Airport,NA,GP,Basse Terre
BBS,Blackbushe Airport,EU,GB,Yateley
BBT,Berbérati Airport,AF,CF,Berbérati
BBU,Băneasa International Airport,EU,RO,Bucharest
BBV,Nero-Mer Airport,AF,CI,Grand-Béréby
BBW,Broken Bow Municipal Airport,NA,US,Broken Bow
BBX,Wings Field,NA,US,Philadelphia
BBY,Bambari Airport,AF,CF,Bambari
BBZ,Zambezi Airport,AF,ZM,Zambezi
BCA,Gustavo Rizo Airport,NA,CU,Baracoa
BCB,Virginia Tech Montgomery Executive Airport,NA,US,Blacksburg
BCC,Bear Creek 3 Airport,NA,US,Bear Creek
BCD,Bacolod-Silay Airport,AS,PH,Bacolod City
BCE,Bryce Canyon Airport,NA,US,Bryce Canyon
BCF,Bouca Airport,AF,CF,Bouca
BCG,Bemichi Airport,SA,GY,Bemichi
BCH,Cakung Airport,AS,TL,Baucau
BCI,Barcaldine Airport,OC,AU,Barcaldine
BCJ,Baca Grande Airfield,NA,US,Crestone
BCK,[Duplicate] Bolwarra Airport,OC,AU,Bolwarra
BCK,Bolwarra Airport,OC,AU,
BCL,Barra del Colorado Airport,NA,CR,Pococi
BCM,Bacău Airport,EU,RO,Bacău
BCN,Barcelona International Airport,EU,ES,Barcelona
BCO,Baco Airport,AF,ET,Baco
BCP,Bambu Airport,OC,PG,Bambu
BCQ,Brak Airport,AF,LY,Brak
BCR,Novo Campo Airport,SA,BR,Boca do Acre
BCS,Southern Seaplane Airport,NA,US,Belle Chasse
BCT,Boca Raton Airport,NA,US,Boca Raton
BCU,Sir Abubakar Tafawa Balewa International Airport,AF,NG,Bauchi
BCV,Hector Silva Airstrip,NA,BZ,Belmopan
BCW,Benguera Island Airport,AF,MZ,Benguera Island
BCX,Beloretsk Airport,EU,RU,Beloretsk
BCZ,Milyakburra Airport,OC,AU,Bickerton Island
BDA,L.F. Wade International International Airport,NA,BM,Hamilton
BDB,Bundaberg Airport,OC,AU,Bundaberg
BDC,Barra do Corda Airport,SA,BR,Barra Do Corda
BDD,Badu Island Airport,OC,AU,
BDE,Baudette International Airport,NA,US,Baudette
BDF,Rinkenberger Restricted Landing Area,NA,US,Bradford
BDG,Blanding Municipal Airport,NA,US,Blanding
BDH,Bandar Lengeh Airport,AS,IR,Bandar Lengeh
BDI,Bird Island Airport,AF,SC,Bird Island
BDJ,Syamsudin Noor Airport,AS,ID,Banjarmasin-Borneo Island
BDK,Soko Airport,AF,CI,Bondoukou
BDL,Bradley International Airport,NA,US,Hartford
BDM,Bandırma Airport,AS,TR,
BDN,Talhar Airport,AS,PK,Badin
BDO,Husein Sastranegara International Airport,AS,ID,Bandung-Java Island
BDP,Bhadrapur Airport,AS,NP,Bhadrapur
BDQ,Vadodara Airport,AS,IN,Vadodara
BDR,Igor I Sikorsky Memorial Airport,NA,US,Bridgeport
BDS,Brindisi – Salento Airport,EU,IT,Brindisi
BDT,Gbadolite Airport,AF,CD,
BDU,Bardufoss Airport,EU,NO,Målselv
BDV,Moba Airport,AF,CD,Moba
BDW,Bedford Downs Airport,OC,AU,
BDX,Broadus Airport,NA,US,Broadus
BDY,Bandon State Airport,NA,US,Bandon
BDZ,Baindoung Airport,OC,PG,
BEA,Bereina Airport,OC,PG,Bereina Mission
BEB,Benbecula Airport,EU,GB,Balivanich
BEC,Beech Factory Airport,NA,US,Wichita
BED,Laurence G Hanscom Field,NA,US,Bedford
BEE,Beagle Bay Airport,OC,AU,Beagle Bay
BEF,Bluefields Airport,NA,NI,Bluefileds
BEG,Belgrade Nikola Tesla Airport,EU,RS,Belgrade
BEH,Southwest Michigan Regional Airport,NA,US,Benton Harbor
BEI,Beica Airport,AF,ET,Beica
BEJ,Kalimarau Airport,AS,ID,Tanjung Redeb - Borneo Island
BEK,Bareilly Air Force Station,AS,IN,Bareilly
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,SA,BR,Belém
BEM,Beni Mellal Airport,AF,MA,
BEN,Benina International Airport,AF,LY,Benghazi
BEO,Lake Macquarie Airport,OC,AU,
BEP,Bellary Airport,AS,IN,Bellary
BEQ,RAF Honington,EU,GB,Thetford
BER,Berlin Brandenburg Airport (U.C.),EU,DE,Berlin
BES,Brest Bretagne Airport,EU,FR,Brest/Guipavas
BET,Bethel Airport,NA,US,Bethel
BEU,Bedourie Airport,OC,AU,
BEV,Beersheba (Teyman) Airport,AS,IL,Beersheba
BEW,Beira Airport,AF,MZ,Beira
BEX,RAF Benson,EU,GB,Benson
BEY,Beirut Rafic Hariri International Airport,AS,LB,Beirut
BEZ,Beru Airport,OC,KI,Beru
BFA,Bahía Negra Airport,SA,PY,Bahía Negra
BFC,[Duplicate] Bloomfield Airport,OC,AU,Bloomfield
BFC,Bloomfield River Airport,OC,AU,
BFD,Bradford Regional Airport,NA,US,Bradford
BFE,Bielefeld Airport,EU,DE,Bielefeld
BFF,Western Neb. Rgnl/William B. Heilig Airport,NA,US,Scottsbluff
BFG,Bullfrog Basin Airport,NA,US,Glen Canyon Natl Rec Area
BFH,Bacacheri Airport,SA,BR,Curitiba
BFI,Boeing Field King County International Airport,NA,US,Seattle
BFJ,Bijie Feixiong Airport,AS,CN,Bijie
BFK,Buckley Air Force Base,NA,US,Aurora
BFL,Meadows Field,NA,US,Bakersfield
BFM,Mobile Downtown Airport,NA,US,Mobile
BFN,Bram Fischer International Airport,AF,ZA,Bloemfontain
BFO,Buffalo Range Airport,AF,ZW,Chiredzi
BFP,Beaver County Airport,NA,US,Beaver Falls
BFQ,Bahia Piña Airport,NA,PA,Bahia Piña
BFR,Virgil I Grissom Municipal Airport,NA,US,Bedford
BFS,Belfast International Airport,EU,GB,Belfast
BFT,Beaufort County Airport,NA,US,Beaufort
BFU,Bengbu Airport,AS,CN,Bengbu
BFV,Buri Ram Airport,AS,TH,
BFW,Sidi Bel Abbes Airport,AF,DZ,Sidi Bel Abbès
BFX,Bafoussam Airport,AF,CM,Bafoussam
BGA,Palonegro Airport,SA,CO,Bucaramanga
BGB,Booue Airport,AF,GA,Booue
BGC,Bragança Airport,EU,PT,Bragança
BGD,Hutchinson County Airport,NA,US,Borger
BGE,Decatur County Industrial Air Park,NA,US,Bainbridge
BGF,Bangui M'Poko International Airport,AF,CF,Bangui
BGG,Bingöl Çeltiksuyu Airport,AS,TR,Bingöl
BGH,Abbaye Airport,AF,MR,Boghe
BGI,Sir Grantley Adams International Airport,NA,BB,Bridgetown
BGJ,Borgarfjörður eystri Airport,EU,IS,Borgarfjörður eystri
BGK,Big Creek Airport,NA,BZ,Big Creek
BGL,Baglung Airport,AS,NP,Baglung
BGM,Greater Binghamton/Edwin A Link field,NA,US,Binghamton
BGN,Belaya Gora Airport,EU,RU,Belaya Gora
BGO,Bergen Airport Flesland,EU,NO,Bergen
BGP,Bongo Airport,AF,GA,Bongo
BGQ,Big Lake Airport,NA,US,Big Lake
BGR,Bangor International Airport,NA,US,Bangor
BGT,Bagdad Airport,NA,US,Bagdad
BGU,Bangassou Airport,AF,CF,Bangassou
BGV,Aeroclube de Bento Gonçalves Airport,SA,BR,Bento Gonçalves
BGW,Baghdad International Airport,AS,IQ,Baghdad
BGX,Comandante Gustavo Kraemer Airport,SA,BR,Bagé
BGY,Il Caravaggio International Airport,EU,IT,Bergamo
BGZ,Braga Municipal Aerodrome,EU,PT,Braga
BHA,Los Perales Airport,SA,EC,Bahía de Caraquez
BHB,Hancock County-Bar Harbor Airport,NA,US,Bar Harbor
BHC,Bhurban Heliport,AS,PK,Bhurban
BHD,George Best Belfast City Airport,EU,GB,Belfast
BHE,Woodbourne Airport,OC,NZ,Blenheim
BHF,Bahia Cupica Airport,SA,CO,Bahía Cupica
BHG,Brus Laguna Airport,NA,HN,Brus Laguna
BHH,Bisha Airport,AS,SA,
BHI,Comandante Espora Airport,SA,AR,Bahia Blanca
BHJ,Bhuj Airport,AS,IN,Bhuj
BHK,Bukhara Airport,AS,UZ,Bukhara
BHL,Bahía de los Ángeles Airport,NA,MX,Bahía de los Ángeles
BHM,Birmingham-Shuttlesworth International Airport,NA,US,Birmingham
BHN,Beihan Airport,AS,YE,
BHO,Raja Bhoj International Airport,AS,IN,Bhopal
BHP,Bhojpur Airport,AS,NP,Bhojpur
BHQ,Broken Hill Airport,OC,AU,Broken Hill
BHR,Bharatpur Airport,AS,NP,Bharatpur
BHS,Bathurst Airport,OC,AU,Bathurst
BHT,Brighton Downs Airport,OC,AU,
BHU,Bhavnagar Airport,AS,IN,Bhavnagar
BHV,Bahawalpur Airport,AS,PK,Bahawalpur
BHW,Bhagatanwala Airport,AS,PK,Bhagatanwala
BHX,Birmingham International Airport,EU,GB,Birmingham
BHY,Beihai Airport,AS,CN,Beihai
BIA,Bastia-Poretta Airport,EU,FR,Bastia/Poretta
BIB,Baidoa Airport,AF,SO,Baidoa
BID,Block Island State Airport,NA,US,Block Island
BIE,Beatrice Municipal Airport,NA,US,Beatrice
BIF,Biggs Army Air Field (Fort Bliss),NA,US,Fort Bliss/El Paso
BIG,Allen Army Airfield,NA,US,Delta Junction Ft Greely
BIH,Eastern Sierra Regional Airport,NA,US,Bishop
BII,Enyu Airfield,OC,MH,Bikini Atoll
BIJ,Biliau Airport,OC,PG,Biliau
BIK,Frans Kaisiepo Airport,AS,ID,Biak-Supiori Island
BIL,Billings Logan International Airport,NA,US,Billings
BIM,South Bimini Airport,NA,BS,South Bimini
BIN,Bamiyan Airport,AS,AF,Bamiyan
BIO,Bilbao Airport,EU,ES,Bilbao
BIP,Bulimba Airport,OC,AU,
BIQ,Biarritz-Anglet-Bayonne Airport,EU,FR,Biarritz/Anglet/Bayonne
BIR,Biratnagar Airport,AS,NP,Biratnagar
BIS,Bismarck Municipal Airport,NA,US,Bismarck
BIT,Baitadi Airport,AS,NP,Baitadi
BIU,Bildudalur Airport,EU,IS,Bildudalur
BIV,Bria Airport,AF,CF,Bria
BIW,Billiluna Airport,OC,AU,
BIX,Keesler Air Force Base,NA,US,Biloxi
BIY,Bisho Airport,AF,ZA,Bisho
BIZ,Bimin Airport,OC,PG,
BJA,Soummam Airport,AF,DZ,Béjaïa
BJB,Bojnord Airport,AS,IR,Bojnord
BJC,Rocky Mountain Metropolitan Airport,NA,US,Denver
BJD,Bakkafjörður Airport,EU,IS,Bakkafjörður
BJE,Baleela Airport,AF,SD,Baleela Base Camp
BJF,Båtsfjord Airport,EU,NO,Båtsfjord
BJG,Boalang Airport,AS,ID,Boalang-Celebes Island
BJH,Bajhang Airport,AS,NP,Bajhang
BJI,Bemidji Regional Airport,NA,US,Bemidji
BJJ,Wayne County Airport,NA,US,Wooster
BJK,Nangasuri Airport,AS,ID,Maikoor Island
BJL,Banjul International Airport,AF,GM,Banjul
BJM,Bujumbura International Airport,AF,BI,Bujumbura
BJO,Bermejo Airport,SA,BO,Bermejo
BJP,Estadual Arthur Siqueira Airport,SA,BR,Bragança Paulista
BJQ,Bahja Airport,AS,OM,Bahja
BJR,Bahir Dar Airport,AF,ET,Bahir Dar
BJT,Bentota River Waterdrome,AS,LK,Bentota
BJU,Bajura Airport,AS,NP,Bajura
BJV,Milas Bodrum International Airport,AS,TR,Bodrum
BJW,Bajawa Soa Airport,AS,ID,Bajawa
BJX,Del Bajío International Airport,NA,MX,Silao
BJY,Batajnica Air Base,EU,RS,Batajnica
BJZ,Badajoz Airport,EU,ES,Badajoz
BKA,Bykovo Airport,EU,RU,Moscow
BKB,Nal Airport,AS,IN,Bikaner
BKC,Buckland Airport,NA,US,Buckland
BKD,Stephens County Airport,NA,US,Breckenridge
BKE,Baker City Municipal Airport,NA,US,Baker City
BKF,Lake Brooks Seaplane Base,NA,US,Katmai National Park
BKG,Branson Airport,NA,US,Branson
BKH,Barking Sands Airport,NA,US,Kekaha
BKI,Kota Kinabalu International Airport,AS,MY,Kota Kinabalu
BKJ,Boké Baralande Airport,AF,GN,Boké
BKK,Suvarnabhumi Airport,AS,TH,Bangkok
BKL,Burke Lakefront Airport,NA,US,Cleveland
BKM,Bakalalan Airport,AS,MY,Bakalalan
BKN,Balkanabat Airport,AS,TM,Balkanabat
BKO,Senou Airport,AF,ML,Senou
BKP,Barkly Downs Airport,OC,AU,
BKQ,Blackall Airport,OC,AU,Blackall
BKR,Bokoro Airport,AF,TD,Bokoro
BKS,Fatmawati Soekarno Airport,AS,ID,Bengkulu-Sumatra Island
BKT,Allen C Perkinson Blackstone Army Air Field,NA,US,Blackstone
BKU,Betioky Airport,AF,MG,Betioky
BKW,Raleigh County Memorial Airport,NA,US,Beckley
BKX,Brookings Regional Airport,NA,US,Brookings
BKY,Bukavu Kavumu Airport,AF,CD,
BKZ,Bukoba Airport,AF,TZ,Bukoba
BLA,General José Antonio Anzoategui International Airport,SA,VE,Barcelona
BLB,Panama Pacific International Airport,NA,PA,Panamá City
BLC,Bali Airport,AF,CM,Bali
BLD,Boulder City Municipal Airport,NA,US,Boulder City
BLE,Borlange Airport,EU,SE,
BLF,Mercer County Airport,NA,US,Bluefield
BLG,Belaga Airport,AS,MY,Belaga
BLH,Blythe Airport,NA,US,Blythe
BLI,Bellingham International Airport,NA,US,Bellingham
BLJ,Batna Airport,AF,DZ,Batna
BLK,Blackpool International Airport,EU,GB,Blackpool
BLL,Billund Airport,EU,DK,Billund
BLM,Monmouth Executive Airport,NA,US,Belmar/Farmingdale
BLN,Benalla Airport,OC,AU,
BLO,Hjaltabakki Airport,EU,IS,Blönduós
BLP,Huallaga Airport,SA,PE,Bellavista
BLQ,Bologna Guglielmo Marconi Airport,EU,IT,Bologna
BLR,Kempegowda International Airport,AS,IN,Bangalore
BLS,Bollon Airport,OC,AU,
BLT,Blackwater Airport,OC,AU,
BLU,Blue Canyon Nyack Airport,NA,US,Emigrant Gap
BLV,Scott AFB/Midamerica Airport,NA,US,Belleville
BLW,Beletwene Airport,AF,SO,Beledweyne
BLX,Belluno Airport,EU,IT,Belluno (BL)
BLY,Belmullet Aerodrome,EU,IE,Belmullet
BLZ,Chileka International Airport,AF,MW,Blantyre
BMA,Stockholm-Bromma Airport,EU,SE,Stockholm
BMB,Bumbar Airport,AF,CD,Bumbar
BMC,Brigham City Regional Airport,NA,US,Brigham City
BMD,Belo sur Tsiribihina Airport,AF,MG,Belo sur Tsiribihina
BME,Broome International Airport,OC,AU,Broome
BMF,Bakouma Airport,AF,CF,Bakouma
BMG,Monroe County Airport,NA,US,Bloomington
BMH,Bomai Airport,OC,PG,Bomai
BMI,Central Illinois Regional Airport at Bloomington-Normal,NA,US,Bloomington/Normal
BMJ,Baramita Airport,SA,GY,Baramita
BMK,Borkum Airport,EU,DE,Borkum
BML,Berlin Regional Airport,NA,US,Berlin
BMM,Bitam Airport,AF,GA,Bitam
BMN,Bamarni Airport,AS,IQ,Bamarni
BMO,Banmaw Airport,AS,MM,Banmaw
BMP,Brampton Island Airport,OC,AU,
BMQ,Bamburi Airport,AF,KE,
BMR,Baltrum Airport,EU,DE,Baltrum
BMS,Sócrates Mariani Bittencourt Airport,SA,BR,Brumado
BMT,Beaumont Municipal Airport,NA,US,Beaumont
BMU,Muhammad Salahuddin Airport,AS,ID,Bima-Sumbawa Island
BMV,Buon Ma Thuot Airport,AS,VN,Buon Ma Thuot
BMW,Bordj Badji Mokhtar Airport,AF,DZ,Bordj Badji Mokhtar
BMX,Big Mountain Airport,NA,US,Big Mountain
BMY,Île Art - Waala Airport,OC,NC,Waala
BMZ,Bamu Airport,OC,PG,Bamu
BNA,Nashville International Airport,NA,US,Nashville
BNB,Boende Airport,AF,CD,Boende
BNC,Beni Airport,AF,CD,Beni
BND,Bandar Abbas International Airport,AS,IR,Bandar Abbas
BNE,Brisbane International Airport,OC,AU,Brisbane
BNF,Baranof Warm Springs Float and Seaplane Base,NA,US,Baranof
BNG,Banning Municipal Airport,NA,US,Banning
BNH,Cape Air Seaplanes on Boston Harbor Seaplane Base,NA,US,Boston
BNI,Benin Airport,AF,NG,Benin
BNJ,Bonn-Hangelar Airport,EU,DE,Bonn
BNK,Ballina Byron Gateway Airport,OC,AU,Ballina
BNL,Barnwell Regional Airport,NA,US,Barnwell
BNM,Bodinumu Airport,OC,PG,Bodinumu
BNN,Brønnøysund Airport,EU,NO,Brønnøy
BNO,Burns Municipal Airport,NA,US,Burns
BNP,Bannu Airport,AS,PK,Bannu
BNQ,Baganga airport,AS,PH,Baganga
BNR,Banfora Airport,AF,BF,Banfora
BNS,Barinas Airport,SA,VE,Barinas
BNT,Bundi Airport,OC,PG,Bundi
BNU,Blumenau Airport,SA,BR,Blumenau
BNV,Boana Airport,OC,PG,Boana
BNW,Boone Municipal Airport,NA,US,Boone
BNX,Banja Luka International Airport,EU,BA,Banja Luka
BNY,Bellona/Anua Airport,OC,SB,Anua
BNZ,Banz Airport,OC,PG,Banz
BOA,Boma Airport,AF,CD,Boma
BOB,Bora Bora Airport,OC,PF,Motu Mute
BOC,Bocas Del Toro International Airport,NA,PA,Isla Colón
BOD,Bordeaux-Mérignac Airport,EU,FR,Bordeaux/Mérignac
BOE,Boundji Airport,AF,CG,Boundji
BOF,Bolling Air Force Base,NA,US,Washington
BOG,El Dorado International Airport,SA,CO,Bogota
BOH,Bournemouth Airport,EU,GB,Bournemouth
BOI,Boise Air Terminal/Gowen Field,NA,US,Boise
BOJ,Burgas Airport,EU,BG,Burgas
BOK,Brookings Airport,NA,US,Brookings
BOL,Ballykelly Airport,EU,GB,Ballykelly
BOM,Chhatrapati Shivaji International Airport,AS,IN,Mumbai
BON,Flamingo International Airport,NA,BQ,Kralendijk
BOO,Bodø Airport,EU,NO,Bodø
BOP,Bouar Airport,AF,CF,Bouar
BOQ,Boku Airport,OC,PG,Boku
BOR,Fontaine Airport,EU,FR,Belfort
BOS,General Edward Lawrence Logan International Airport,NA,US,Boston
BOT,Bosset Airport,OC,PG,Bosset
BOU,Bourges Airport,EU,FR,Bourges
BOV,Boang Airport,OC,PG,Boang Island
BOW,Bartow Municipal Airport,NA,US,Bartow
BOX,Borroloola Airport,OC,AU,
BOY,Bobo Dioulasso Airport,AF,BF,Bobo Dioulasso
BOZ,Bozoum Airport,AF,CF,Bozoum
BPA,Grumman Bethpage Airport,NA,US,Bethpage
BPC,Bamenda Airport,AF,CM,Bamenda
BPD,Bapi Airstrip,OC,PG,Bapi
BPE,Qinhuangdao Beidaihe Airport,AS,CN,Qinhuangdao
BPF,Batuna Aerodrome,OC,SB,Batuna Mission Station
BPG,Barra do Garças Airport,SA,BR,Barra Do Garças
BPH,Bislig Airport,AS,PH,
BPI,Miley Memorial Field,NA,US,Big Piney
BPK,Biangabip Airport,OC,PG,Biangabip
BPL,Alashankou Bole (Bortala) airport,AS,CN,Bole
BPM,Begumpet Airport,AS,IN,Hyderabad
BPN,Sultan Aji Muhamad Sulaiman Airport,AS,ID,Kotamadya Balikpapan
BPS,Porto Seguro Airport,SA,BR,Porto Seguro
BPT,Southeast Texas Regional Airport,NA,US,Beaumont/Port Arthur
BPX,Qamdo Bangda Airport,AS,CN,Bangda
BPY,Besalampy Airport,AF,MG,
BQA,Dr.Juan C. Angara Airport,AS,PH,Baler
BQB,Busselton Regional Airport,OC,AU,
BQD,Búðardalur Airport,EU,IS,Búðardalur
BQE,Bubaque Airport,AF,GW,Bubaque
BQG,Bogorodskoye Airport,EU,RU,Bogorodskoye
BQH,London Biggin Hill Airport,EU,GB,London
BQI,Bagani Airport,AF,NA,Bagani
BQJ,Batagay Airport,AS,RU,Batagay
BQK,Brunswick Golden Isles Airport,NA,US,Brunswick
BQL,Boulia Airport,OC,AU,
BQN,Rafael Hernandez Airport,NA,PR,Aguadilla
BQO,Bouna Airport,AF,CI,Bouna
BQQ,Barra Airport,SA,BR,Barra
BQS,Ignatyevo Airport,AS,RU,Blagoveschensk
BQT,Brest Airport,EU,BY,Brest
BQU,J F Mitchell Airport,NA,VC,Bequia
BQV,Bartlett Cove Seaplane Base,NA,US,Gustavus
BQW,Balgo Hill Airport,OC,AU,Balgo
BR-,Tucuma Airport,SA,BR,Tucuma
BRA,Barreiras Airport,SA,BR,Barreiras
BRB,Barreirinhas Airport,SA,BR,
BRC,San Carlos De Bariloche Airport,SA,AR,San Carlos de Bariloche
BRD,Brainerd Lakes Regional Airport,NA,US,Brainerd
BRE,Bremen Airport,EU,DE,Bremen
BRG,Whitesburg Municipal Airport,NA,US,Whitesburg
BRI,Bari Karol Wojtyła Airport,EU,IT,Bari
BRK,Bourke Airport,OC,AU,
BRL,Southeast Iowa Regional Airport,NA,US,Burlington
BRM,Barquisimeto International Airport,SA,VE,Barquisimeto
BRN,Bern Belp Airport,EU,CH,Bern
BRO,Brownsville South Padre Island International Airport,NA,US,Brownsville
BRP,Biaru Airport,OC,PG,Biaru
BRQ,Brno-Tuřany Airport,EU,CZ,Brno
BRR,Barra Airport,EU,GB,Eoligarry
BRS,Bristol Airport,EU,GB,Bristol
BRT,Bathurst Island Airport,OC,AU,
BRU,Brussels Airport,EU,BE,Brussels
BRV,Bremerhaven Airport,EU,DE,Bremerhaven
BRW,Wiley Post Will Rogers Memorial Airport,NA,US,Utqiaġvik
BRX,Maria Montez International Airport,NA,DO,Barahona
BRY,Samuels Field,NA,US,Bardstown
BSA,Bosaso Airport,AF,SO,Bosaso
BSB,Presidente Juscelino Kubistschek International Airport,SA,BR,Brasília
BSC,José Celestino Mutis Airport,SA,CO,Bahía Solano
BSD,Baoshan Yunduan Airport,AS,CN,
BSE,Sematan Airport,AS,MY,Sematan
BSF,Bradshaw Army Airfield,NA,US,Camp Pohakuloa
BSG,Bata Airport,AF,GQ,
BSI,Balesin Island Airport,AS,PH,Balesin
BSJ,Bairnsdale Airport,OC,AU,
BSK,Biskra Airport,AF,DZ,Biskra
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,EU,FR,Bâle/Mulhouse
BSM,Bishe Kola Air Base,AS,IR,Amol
BSN,Bossangoa Airport,AF,CF,Bossangoa
BSO,Basco Airport,AS,PH,Basco
BSP,Bensbach Airport,OC,PG,Bensbach
BSQ,Bisbee Municipal Airport,NA,US,Bisbee
BSR,Basrah International Airport,AS,IQ,Basrah
BSS,Balsas Airport,SA,BR,Balsas
BST,Bost Airport,AS,AF,Bost
BSU,Basankusu Airport,AF,CD,Basankusu
BSV,Besakoa Airport,AF,MG,Besakoa
BSW,Boswell Bay Airport,NA,US,Boswell Bay
BSX,Pathein Airport,AS,MM,Pathein
BSY,Bardera Airport,AF,SO,
BSZ,Bartletts Airport,NA,US,Egegik
BTA,Bertoua Airport,AF,CM,Bertoua
BTB,Betou Airport,AF,CG,Betou
BTC,Batticaloa Airport,AS,LK,Batticaloa
BTD,Brunette Downs Airport,OC,AU,
BTE,Sherbro International Airport,AF,SL,Bonthe
BTF,Skypark Airport,NA,US,Bountiful
BTG,Batangafo Airport,AF,CF,Batangafo
BTH,Hang Nadim International Airport,AS,ID,Batam Island
BTI,Barter Island LRRS Airport,NA,US,Barter Island Lrrs
BTJ,Sultan Iskandar Muda International Airport,AS,ID,Banda Aceh
BTK,Bratsk Airport,AS,RU,Bratsk
BTL,W K Kellogg Airport,NA,US,Battle Creek
BTM,Bert Mooney Airport,NA,US,Butte
BTN,Marlboro County Jetport H.E. Avent Field,NA,US,Bennettsville
BTO,Botopasi Airport,SA,SR,Botopasi
BTP,Pittsburgh/Butler Regional Airport,NA,US,Butler
BTQ,Butare Airport,AF,RW,Butare
BTR,Baton Rouge Metropolitan Airport,NA,US,Baton Rouge
BTS,M. R. Štefánik Airport,EU,SK,Bratislava
BTT,Bettles Airport,NA,US,Bettles
BTU,Bintulu Airport,AS,MY,Bintulu
BTV,Burlington International Airport,NA,US,Burlington
BTW,Batu Licin Airport,AS,ID,Batu Licin-Borneo Island
BTX,Betoota Airport,OC,AU,
BTY,Beatty Airport,NA,US,Beatty
BTZ,Bursa Airport,AS,TR,Bursa
BUA,Buka Airport,OC,PG,Buka Island
BUB,Cram Field,NA,US,Burwell
BUC,Burketown Airport,OC,AU,
BUD,Budapest Liszt Ferenc International Airport,EU,HU,Budapest
BUF,Buffalo Niagara International Airport,NA,US,Buffalo
BUG,Benguela Airport,AF,AO,Benguela
BUI,Bokondini Airport,AS,ID,Bokondini
BUJ,Bou Saada Airport,AF,DZ,
BUK,Al-Bough Airport,AS,YE,Al-Bough
BUL,Bulolo Airport,OC,PG,Bulolo
BUM,Butler Memorial Airport,NA,US,Butler
BUN,Gerardo Tobar López Airport,SA,CO,Buenaventura
BUO,Burao Airport,AF,SO,Burao
BUP,Bhatinda Air Force Station,AS,IN,
BUQ,Joshua Mqabuko Nkomo International Airport,AF,ZW,Bulawayo
BUR,Bob Hope Airport,NA,US,Burbank
BUS,Batumi International Airport,AS,GE,Batumi
BUT,Bathpalathang Airport,AS,BT,Jakar
BUV,Bella Union Airport,SA,UY,Bella Union
BUW,Betoambari Airport,AS,ID,Bau Bau-Butung Island
BUX,Bunia Airport,AF,CD,
BUY,Bunbury Airport,OC,AU,
